genes	entrezID	logFC	AveExpr	t	P.Value	adj.P.Val	B
Dusp6	67603	2.37076900178235	6.03673373885991	51.7307878124284	1.1851857957366e-18	1.76355198132975e-16	33.1435938811196
Inhbb	16324	2.22713884151398	6.04410237693167	51.6360399383985	1.2188439038424e-18	1.78024340595222e-16	33.1071389316568
Efnb1	13641	2.59812727826898	5.4781943643548	51.4640395739232	1.28257342400916e-18	1.85477895357205e-16	33.0931028400195
Fhdc1	229474	1.9554521485601	5.89052445924876	51.2311305117303	1.37458446232348e-18	1.96835104477418e-16	32.9907264258111
Aqp1	11826	-8.31042381191392	4.00010919096315	-57.1063962299516	2.61575925777647e-19	5.78241493718114e-17	32.9594448069179
Prkar2b	19088	-2.402804457406	6.19618295964562	-51.1545185060521	1.40636615291819e-18	1.97513307976184e-16	32.9578709704127
Ccdc80	67896	2.23995060096177	6.38587397985872	50.6932022240755	1.61504979677673e-18	2.18420530849268e-16	32.8007570622822
Arhgdib	11857	1.89708512390577	6.12987891958991	50.6074779256298	1.6573386414688e-18	2.2208337795682e-16	32.7854769072433
Grb10	14783	2.43359425847046	7.30878075477701	50.7181475406445	1.60296089951704e-18	2.18420530849268e-16	32.776107368503
Mpp2	50997	3.32720998121287	5.12991743443807	50.2177457199278	1.86502085927129e-18	2.43218702415325e-16	32.7402459366173
Cep250	16328	-2.14196305206071	6.97097459278835	-50.468284516433	1.72853558235762e-18	2.29518097417413e-16	32.7085379009259
Shroom2	110380	3.90740135060946	4.49738712865825	49.9743898850445	2.00862573135268e-18	2.59628207364047e-16	32.6568361439244
Rasa4	54153	-2.76069912290281	4.57422806180135	-49.8734059995057	2.07163275920305e-18	2.65423404218594e-16	32.6391886832179
Sema7a	20361	-6.16239145936013	3.43210662010242	-52.279148729611	1.008857571051e-18	1.55109196660747e-16	32.5502635797773
Uqcc1	56046	-1.83878979530485	5.945208632425	-49.8194721461731	2.10614291362477e-18	2.67498464316552e-16	32.5465599576608
Pdgfrb	18596	-3.47266815706889	4.5133313277057	-49.4039189243973	2.39347899965127e-18	2.9626401922802e-16	32.492716999862
F2rl1	14063	-3.03651287414415	3.91587096270895	-49.4566067427831	2.3548432142913e-18	2.93972991349904e-16	32.4912097346612
Rps3a3	668144	-8.51082532564749	3.63563117333079	-57.0543482037396	2.65248391613814e-19	5.78241493718114e-17	32.4861654311424
Dhx35	71715	-2.04377164605522	5.62320628113853	-49.0950593332708	2.6339705906337e-18	3.15342413498327e-16	32.3379008959974
Gpr137b	83924	-2.10572339167057	5.11780470782671	-48.9196165473302	2.78192733204473e-18	3.27684117837462e-16	32.3180702196448
Cd9	12527	-1.66829936037754	7.42982332585163	-49.2896222267531	2.47963178476408e-18	3.01812515402201e-16	32.3131268023365
Cbx6	494448	-1.67379651632714	7.20191647659292	-48.9710605970757	2.73764698252067e-18	3.25090014851194e-16	32.2171336180661
Itgb7	16421	-3.44473374456772	3.88457901765993	-48.6361425289344	3.040002853886e-18	3.46892825655148e-16	32.2133665257041
Stbd1	52331	3.92220950531283	3.7756056917757	48.7163901935144	2.96445396634221e-18	3.41370907814969e-16	32.2027967480163
Adam12	11489	-4.34131334554504	3.24637617843255	-49.2162747504423	2.53665345209061e-18	3.06201324968888e-16	32.1667539578005
Rnd3	74194	1.76375411343933	6.5117727967422	48.7123177090889	2.96823944218137e-18	3.41370907814969e-16	32.1639936855644
Htra1	56213	-1.76832295137629	7.97719442287346	-48.4337917241103	3.23975612784623e-18	3.66820759715675e-16	32.0182083301166
Sv2a	64051	4.86686712235191	3.25203235944042	49.3325728227009	2.44687609286733e-18	3.00328337919498e-16	31.9941369193383
Rnf128	66889	7.62926294200791	3.83840349528293	51.7018993837372	1.19534195639905e-18	1.76355198132975e-16	31.9587603370297
Pfkfb3	170768	3.73764656384098	3.98580548155843	47.6946937793553	4.09676581472642e-18	4.56773751831253e-16	31.917251856346
Nr2f1	13865	-5.30632135347062	3.05768867831907	-49.6065280530924	2.24849517345367e-18	2.83116556064347e-16	31.874350073167
B4galt4	56375	6.08220895833769	3.04284496259093	51.1878474730231	1.39244487202996e-18	1.974567941832e-16	31.8289095138769
Zfp518b	100515	2.62273533278651	5.78885713678586	47.4817920314807	4.38623428163673e-18	4.78099536698403e-16	31.8198309301048
Tspan7	21912	5.05632645485095	3.03255916085143	48.8465311231847	2.84615141827967e-18	3.32567100923143e-16	31.767118669361
Tmem171	380863	-3.68445838941058	3.21910950307964	-47.640954851571	4.16785859449859e-18	4.61179868418533e-16	31.7590868371127
Manbal	69161	-1.99651514689814	5.85496838376205	-47.1364954944188	4.90299267552539e-18	5.30467489027584e-16	31.684715296044
Fbln5	23876	3.60626900570952	4.43069537823699	46.8480423728363	5.38439453605587e-18	5.76908244467164e-16	31.6839122521142
Kcnn4	16534	-3.14210117005986	4.58951822802362	-46.6843237240041	5.67980499958452e-18	5.92565941599511e-16	31.6286650054704
Meis1	17268	-3.00129239369778	3.53789182455374	-46.7275893253392	5.60009667586717e-18	5.92565941599511e-16	31.6035791592062
Smad6	17130	3.47640528675797	3.8113429336758	46.5615948711097	5.91255269116239e-18	6.08160173289562e-16	31.5480007169532
Apbb1ip	54519	-6.15158837372617	2.89304262437029	-50.3490897752297	1.79209281518008e-18	2.35813582509191e-16	31.5334472162333
Kcnab2	16498	-3.24715285870927	3.30564603587647	-46.7051892790958	5.64121458809806e-18	5.92565941599511e-16	31.5318323225738
Gpsm2	76123	-1.60512409777233	6.45425458396334	-46.6353557223841	5.7714784321649e-18	5.97859673618443e-16	31.4752277637172
Eya4	14051	3.62850302361342	4.66731885299668	46.0727107841742	6.9455385186244e-18	6.85449564885324e-16	31.4292895543979
Cdh3	12560	8.6605368716294	3.95307939598154	50.8037614168276	1.56219846401402e-18	2.15259158164045e-16	31.4175429011893
Cdc42bpg	240505	2.88159156216215	4.19459050500172	45.9205777717445	7.30494116866705e-18	7.11306471397006e-16	31.3798715871337
Gata4	14463	4.03367421538219	3.64622638901509	46.0934575264933	6.89800377480471e-18	6.85389409080256e-16	31.3457472873749
Gfod1	328232	-2.66686325815674	5.08622898077313	-45.9277605096794	7.2875345517206e-18	7.11306471397006e-16	31.3445388838368
Klra4	16635	-4.98592238829862	3.34124070235593	-46.8327795106351	5.41123028152824e-18	5.76908244467164e-16	31.3443183569721
Papss1	23971	-1.50575618011442	6.65448325655655	-46.2076281157777	6.64254073984272e-18	6.64527055110567e-16	31.320289149284
Layn	244864	-3.39279460197909	3.46943165292754	-45.8306855496366	7.52656877435746e-18	7.25280780030987e-16	31.2771871257181
Scrn1	69938	3.22259455931698	3.353907281042	45.8222357787641	7.54776657296386e-18	7.25280780030987e-16	31.2645386027363
S100a7a	381493	-4.55624807163146	3.35449226981458	-46.217986788979	6.61986625503345e-18	6.64527055110567e-16	31.2405112205153
Atp10a	11982	-2.18977472312577	5.499668961057	-45.7255219009657	7.7949696665903e-18	7.44139391831489e-16	31.2336498711169
Crlf1	12931	-4.21571676161483	3.045665215644	-46.4029788689356	6.22850823853983e-18	6.36178960364425e-16	31.1823594075706
Als2cl	235633	-2.49599089676239	5.45385555757291	-45.369364395432	8.7823101230789e-18	8.27576913920583e-16	31.1256714702696
Rpl3-ps1	100043000	-3.52363207780358	3.68908240796822	-45.1925955287774	9.32104306874834e-18	8.61665538367964e-16	31.1129665931261
Ngef	53972	-3.77721335681802	3.78270368496746	-45.2480744065442	9.14826996977259e-18	8.51080453366233e-16	31.1127897608523
H2afx	15270	-1.925959607628	6.86335632477668	-45.5613740796944	8.23447810102067e-18	7.80992124308493e-16	31.0908907694762
Sept5	18951	-2.7420229258805	4.22908075139047	-44.8049992131678	1.06293931368813e-17	9.5835133430425e-16	31.0028752194983
Gm3608	100041985	-5.26424841535143	2.98460427881726	-46.32312812649	6.39432619419528e-18	6.48580058280669e-16	30.968655718131
Phf19	74016	-3.91533611612441	3.32760516937993	-44.9100197110271	1.02566212693142e-17	9.3630131412252e-16	30.9407183371146
Igf2bp1	140486	1.69076813923124	5.96595679363732	44.9137294392232	1.02437107469349e-17	9.3630131412252e-16	30.9126243785304
Spn	20737	-3.45202612908722	3.30812780729225	-44.7039790482581	1.10016010013119e-17	9.85824443099155e-16	30.9058693018706
Slc38a4	69354	-6.19469642355206	2.94713317805844	-47.613538853444	4.20463296216425e-18	4.61750895077977e-16	30.8947574198243
Vldlr	22359	5.27554547513414	3.59342084844025	45.3070332479485	8.96839044800501e-18	8.39694300535649e-16	30.8902612859881
Btg1	12226	-1.54978386700678	6.13065041811004	-44.8631855013091	1.04211110162146e-17	9.45408369582801e-16	30.8824136536022
Mgat3	17309	2.80559213068833	4.67231002925867	44.4307536392185	1.20795570586544e-17	1.04398822721128e-15	30.8548130081005
Chst1	76969	-3.411610048366	3.59816144238297	-44.4459629535896	1.20166881587566e-17	1.04398822721128e-15	30.8403320628962
Enah	13800	2.28577751844022	5.83592142955947	44.5825626059311	1.14674104002338e-17	1.01108905993326e-15	30.8174884456886
Wipf1	215280	-3.08505508327819	4.53998321952226	-44.159079625941	1.3263565297638e-17	1.11337721113391e-15	30.7740602753682
Eif4g3	230861	-1.90496428804673	5.21463463158056	-44.3269185728184	1.2518234969662e-17	1.07553729392284e-15	30.7628035097712
Twist2	13345	-2.59636295598755	4.69594049727645	-44.0988371417419	1.35424906028445e-17	1.13029495854369e-15	30.7357250271401
2010111I01Rik	72061	1.84001069659529	6.2658603792267	44.4518580193215	1.1992414198072e-17	1.04398822721128e-15	30.7317522565947
Il6ra	16194	-3.6731537240711	3.27031967181218	-44.2497762001398	1.28551111157168e-17	1.09137400905437e-15	30.7201744905854
Boc	117606	3.35118532059026	3.69057797855994	44.016280437199	1.39349179913581e-17	1.13705816861327e-15	30.7161483924049
Tpx2	72119	-1.31085320226843	8.74725491011137	-44.5764978031634	1.14912216862194e-17	1.01108905993326e-15	30.6772431621869
Zbtb7c	207259	2.7442747496576	3.80350939232498	43.8116517091818	1.49607466467296e-17	1.21398147512296e-15	30.6628526264765
Stx3	20908	1.93878085502902	5.2349094867777	44.0243537236108	1.38960134549989e-17	1.13705816861327e-15	30.6575429755496
Nod1	107607	2.07619272815463	5.65456235196423	44.064361677144	1.37049172887668e-17	1.13705816861327e-15	30.644383271087
Tcf4	21413	-2.44231496618892	5.78152387120029	-44.0349475306612	1.3845138062443e-17	1.13705816861327e-15	30.6315366885213
Tgfb2	21808	3.28473615040914	4.4183193658481	43.7075298206014	1.5513318699187e-17	1.23145398326264e-15	30.623903111497
Adamts14	237360	-3.0395224410324	3.41715751382666	-43.5658152414381	1.63005639663924e-17	1.2800324585652e-15	30.5586151938436
Bgn	12111	-1.35596113001985	9.7453199059061	-44.2336552197609	1.29267221392856e-17	1.09137400905437e-15	30.5286253654969
Kif3b	16569	-1.68320452987979	6.49937071401132	-43.7710077589256	1.51739080862142e-17	1.22447569893505e-15	30.4753384388589
Rab11fip5	52055	-1.63408362948337	6.22434061406581	-43.7279764027165	1.54031187461608e-17	1.2293877180679e-15	30.4749853144551
Antxr1	69538	4.65712732053107	4.10077671651687	43.484893766821	1.78610436600424e-17	1.3803090142782e-15	30.4530704868359
Sh3bp5	24056	1.56512917711264	6.30099819200761	43.5682662315603	1.62865926204224e-17	1.2800324585652e-15	30.4082150492101
Rgma	244058	-2.65185605594208	3.60989954845376	-43.0351474221595	1.96481039020178e-17	1.47169336201473e-15	30.3899561827177
Itch	16396	-1.76740225267428	6.95980550299792	-43.4939852350036	1.67157344968346e-17	1.30561506984367e-15	30.3495497946741
Gpr39	71111	2.36501221137079	4.51812072683796	42.9275521722258	2.04121014964852e-17	1.49147810771013e-15	30.3275851357432
Cobl	12808	4.64630412184875	2.77347624905921	44.2473324823907	1.28659391425527e-17	1.09137400905437e-15	30.3152891436268
Cacna2d1	12293	3.89907869885802	3.46152099434299	42.9260741565075	2.04228140176657e-17	1.49147810771013e-15	30.286170262114
Pde8a	18584	-4.00792333974745	3.04754178010559	-43.2103275628625	1.84686086959451e-17	1.414639303687e-15	30.2805296046707
Sulf1	240725	6.66045127110421	3.30878669289646	44.6173819818453	1.13317171658582e-17	1.00921378612516e-15	30.2741394019941
Zcchc24	71918	-2.02254152036089	5.74852092288804	-43.0516912779127	1.9533357968155e-17	1.47169336201473e-15	30.2636839231275
Pigu	228812	-1.74293700892578	5.82474435212212	-43.0476058823243	1.9561627224952e-17	1.47169336201473e-15	30.25314272597
Blcap	53619	-1.75521813949393	5.45246424101116	-42.9279390462335	2.04092984574275e-17	1.49147810771013e-15	30.2349272577301
Emp1	13730	-1.41290138779311	9.71650182958516	-43.3629914763289	1.75021280200377e-17	1.35976639287591e-15	30.21326632397
Pfkfb4	270198	-2.16746760212325	4.14062178438298	-42.5427082062804	2.34142808833364e-17	1.66823895893664e-15	30.2070113811743
Atp1b1	11931	3.19176357980064	4.48605415094138	42.5429169582051	2.34125304434702e-17	1.66823895893664e-15	30.2027295704048
Ctnnbl1	66642	-1.67008578770843	6.44209223474177	-42.9869022231456	1.99868426867446e-17	1.48419989358895e-15	30.1860940219976
Ackr3	12778	-5.36734219068754	3.09525649638114	-43.7369129894542	1.53552156610299e-17	1.2293877180679e-15	30.1534636150342
Epha4	13838	4.41853518871194	2.86906105030156	43.2056689345404	1.84989803508296e-17	1.414639303687e-15	30.104780066732
Ilvbl	216136	2.14547597409802	5.28665519920715	42.4873871586841	2.38831099898643e-17	1.68520147107226e-15	30.1013714615492
Tmcc3	319880	-4.94149586119979	3.29202340790455	-43.0475914684421	1.95617270401584e-17	1.47169336201473e-15	30.094736762963
Pdzrn3	55983	3.11874569380385	3.71999334502934	42.1460568912265	2.70059892656103e-17	1.84839267524204e-15	30.0688151151477
Pxdn	69675	-1.83135124153888	6.76126701148697	-42.6892029199379	2.22194753922967e-17	1.60662206722716e-15	30.0608695135574
Krt18	16668	2.94138012558464	4.46700117114241	42.1383073329177	2.7081749452403e-17	1.84839267524204e-15	30.0571529639747
Tgfb3	21809	1.71570580968223	5.89420602691189	42.5080662531992	2.37067017618741e-17	1.68087420356278e-15	30.0484666447917
Nudt4	71207	-1.4023234841729	7.37399084635345	-42.7300613639179	2.18979364923345e-17	1.59125005177631e-15	30.0470682617602
Fnbp1	14269	-1.59036726765698	5.42954226015775	-42.4041613052535	2.46073465946525e-17	1.71514068692969e-15	30.0425115164361
Cplx2	12890	-4.65346598167786	2.83009716220062	-42.9824652667041	2.0018306109614e-17	1.48419989358895e-15	30.0411249321578
Kdm5b	75605	1.96333804723123	4.78916225425249	42.0817590670861	2.7641465078065e-17	1.8778197159545e-15	29.9863964906897
Ralgps2	78255	2.18577023569392	4.72285285778722	41.974430896115	2.87379522727922e-17	1.9343158105825e-15	29.9546231888097
Gm6166	101056162	-2.73192355142646	4.82631281727805	-41.9351633846232	2.91506084426898e-17	1.95309076566021e-15	29.9394661814334
Sipa1l2	244668	-2.16010264569534	4.58590141825145	-41.8456492593641	3.01150641999812e-17	2.00849601691746e-15	29.9218930909781
BC029722	613262	-2.0017093577271	5.48272494740035	-42.039804056559	2.80646891154371e-17	1.89774467231516e-15	29.9082930613192
Mical2	320878	1.89756640260832	8.15184145794878	42.3982467484003	2.46596976759711e-17	1.71514068692969e-15	29.8985843082334
Dynlrb1	67068	-1.78952215634123	6.72365630525487	-42.246034635844	2.60485771715246e-17	1.80315411453691e-15	29.8983836624858
Wnt10b	22410	-4.28331564177732	3.62641595635549	-41.7910375228415	3.0720109210253e-17	2.03953597784071e-15	29.8947650499968
Gulp1	70676	2.64615841618432	4.71277150236546	41.6816681061603	3.19710722172609e-17	2.11298407604214e-15	29.8590330077539
