genes	logFC	AveExpr	t	P.Value	adj.P.Val
Col1a2	-5.72818954594167	9.16245196788617	-132.878373543567	2.3768524541743e-22	1.99331672895308e-18
Spp1	-4.59454566785259	8.09448334596299	-131.563299133304	2.57086055194826e-22	1.99331672895308e-18
Igfbp4	5.71565797915362	6.62048066112186	105.074473247213	5.33518851492697e-21	2.75775894336575e-17
Ezr	2.98997858923239	9.08640759603461	90.502135475192	3.40201360358558e-20	1.31887562377004e-16
Epb41l1	-3.47928030805493	8.35172214031169	-88.5872188283386	4.60796240951068e-20	1.42911346168564e-16
Ank	-6.47336653570081	5.28899570480141	-86.6369861376112	7.10698634553344e-20	1.83680062100312e-16
Angptl2	-3.5452630635867	5.78660597014996	-83.6792076059921	9.83150953497392e-20	2.17796026226915e-16
Tmem151a	4.20984517615812	5.90451824875793	75.2836137552516	4.11195178951082e-19	7.61326837373553e-16
Myrf	8.9949204330918	5.20757856951548	75.991129834665	4.41861194064743e-19	7.61326837373553e-16
Akap12	3.38004177820791	6.35080050036194	72.2656836973375	6.80179170702494e-19	9.22651221120977e-16
Ptx3	3.94960649042867	5.38618038667475	72.2376760893456	7.01592937661564e-19	9.22651221120977e-16
Cxcl12	6.14868260065392	4.92512051669828	72.7062850422564	7.13988176530066e-19	9.22651221120977e-16
Lbh	2.720108722647	6.74925190010807	70.7242858841883	8.82048087298829e-19	1.02268489331413e-15
Aqp5	-5.19758333777812	4.61037900635553	-71.0748553407587	9.23298414032231e-19	1.02268489331413e-15
Il1rl1	-8.84637280375084	4.76564238298788	-71.2405384039591	1.03369786417243e-18	1.06863685198146e-15
Krt19	5.44746637004538	5.80436461952433	67.4584067308199	1.86442923042398e-18	1.7601747917686e-15
Gata6	3.89990516598327	4.9032723714642	66.7456901692857	1.99291304276194e-18	1.7601747917686e-15
Tnfaip2	-4.33720920678014	5.03814705905469	-66.725396701831	2.04315123826883e-18	1.7601747917686e-15
Gm8730	-6.68377211917966	4.3004051481007	-66.2846146876916	2.48286862046685e-18	2.02641282618839e-15
Jag1	3.6214858382626	4.71364211024295	64.3127282502724	3.21536708505292e-18	2.49303486939578e-15
Cyp1b1	7.73619690577321	4.90884849121245	64.5638935942478	3.6616907406461e-18	2.70389706262853e-15
Ccnd2	4.40630549628689	6.52869985048195	62.7650586469398	4.60528436870388e-18	3.24609748661323e-15
Epb41l4a	5.05471664020248	4.23076254204984	62.6139492219298	4.90519149528454e-18	3.25074066838522e-15
Ppl	6.35186536554714	4.61465252244429	62.7726444126326	5.03113278140486e-18	3.25074066838522e-15
