Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04071:Sphingolipid signaling pathway	38	1.3121546961325967	6.228740422819988E-7	GNA13, BID, HRAS, GNAI3, PPP2R3A, GNAI2, SGMS2, SGPP1, PPP2R5D, PPP2R5C, CERS4, NFKB1, BDKRB2, ADORA1, ASAH1, S1PR2, AKT1, S1PR3, PLCB3, S1PR1, CERS2, BCL2, PIK3CA, PIK3R5, AKT3, AKT2, PRKCA, PPP2R1B, SGPL1, ROCK1, MAP2K1, PIK3CB, ROCK2, SPHK1, PIK3CD, PRKCE, NRAS, CTSD	1006	124	7691	2.3428621817482203	1.7750340172917323E-4	1.7750340172917323E-4	8.258317461984355E-4
KEGG_PATHWAY	mmu04921:Oxytocin signaling pathway	43	1.4848066298342542	7.477204594715394E-7	ADCY3, HRAS, GNAI3, PTGS2, GNAI2, ADCY7, ELK1, KCNJ2, SRC, CAMKK1, MYL9, CAMKK2, PLCB3, MYL6B, CAMK2D, PPP3CB, EEF2K, PPP3CC, PRKACA, NFATC4, PRKACB, PPP3CA, NFATC2, CAMK2A, NFATC1, MAP2K5, PRKCA, ROCK1, MAP2K1, ROCK2, CACNG7, MYLK2, NPR2, ITPR3, ITPR2, NRAS, CCND1, CDKN1A, PLA2G4A, JUN, CALM3, CAMK1, CALM1	1006	150	7691	2.1916037110669313	2.130777063297229E-4	1.0654452903324785E-4	9.913574467779185E-4
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	52	1.7955801104972375	1.8972745277036149E-6	HRAS, TLR2, SDC2, AKT1, CASP3, CTTN, CD44, ANK3, PIK3CA, RRAS, PRKACA, MSN, PRKACB, PAK1, GPC1, AKT3, TWIST2, AKT2, TWIST1, PRKCA, WNT10B, ROCK1, PIK3CB, ROCK2, PIK3CD, CTSL, SMO, CCND1, COL1A2, FGFR1, CAV2, CAV1, ERBB3, ITGB5, ELK1, RDX, SRC, PXN, CAMK2D, PIK3R5, THBS1, CAMK2A, MAP2K1, FZD3, CD63, ITPR3, ITPR2, NRAS, CDKN1A, HBEGF, WNT7A, PLAU	1006	203	7691	1.9583582250340323	5.405775886047071E-4	1.8022500863734692E-4	0.0025154641089875085
KEGG_PATHWAY	mmu01100:Metabolic pathways	218	7.527624309392265	3.730468786078061E-6	CDIPT, LDHA, SC5D, SGMS2, BTD, B3GALT6, PTGS2, PTGS1, UXS1, HIBADH, GLDC, SGPL1, ACAA2, MGAT2, NME5, GLUL, PGLS, PGM1, MGAT5, EXT2, GATB, ALDOA, HSD17B10, GCNT4, ADSS, ACADSB, NAGLU, AHCY, ENPP1, HMGCS1, PPT1, ZNRD1, ACAT2, OCRL, TK1, THTPA, LPCAT1, IDH2, COX6B1, CDA, MGAT4B, ODC1, SPHK1, TKT, UAP1L1, DLAT, PLA2G4A, GK, IDI1, ALG14, SGSH, ARSB, SEPHS2, CYP2J6, PMVK, ASAH1, CDS2, ST6GALNAC6, ST6GALNAC4, XYLT2, P4HA1, XYLT1, GSTZ1, AGPAT2, PIK3C2B, PI4KB, GMPS, MTMR14, SQLE, H6PD, ADK, BCAT2, NFS1, POLA1, UGDH, HK1, POLR2C, GCH1, DGKA, MTMR2, CBR2, PLA2G12A, DHCR7, RPIA, HSD17B4, GALNT11, PAPSS1, ACSL4, ACSL3, AGL, C1GALT1, NSDHL, PLA2G16, PCK2, HYI, MBOAT1, PHGDH, GAMT, PGK1, PSAT1, TUSC3, GNPDA1, HMGCR, ATP6AP1, ACSS2, COX5A, PNP, DSE, PDHB, FDFT1, FAHD1, ASPA, ST3GAL3, ST3GAL2, ST3GAL5, ST3GAL4, B3GALNT1, RPN2, HADH, ITPK1, HMGCL, NMNAT2, PDXK, SLC33A1, CHPT1, GNS, LCLAT1, KDSR, MVK, PRPS2, XDH, EXTL3, GCLC, ASS1, MVD, GLUD1, CERS4, CTPS2, CEPT1, POLE2, CERS2, IVD, GALC, B3GNT3, PCYT1B, NADK2, ACY1, MSMO1, B4GALT2, B4GAT1, FDPS, AK5, POLD3, POLD4, ALDH2, AHCYL1, AHCYL2, FPGT, DCXR, DUT, SAT1, NAMPT, NDST3, IMPA2, UQCRC1, IMPA1, NDST2, G6PDX, MAN1B1, ALG5, PIP5K1A, CHPF2, GSS, PIGK, PLCB3, SUCLA2, PTDSS1, IPMK, ACADM, PIGU, DHRS9, NDUFC1, LPIN1, MAN2A2, PANK2, CTH, COQ2, DHRS4, INPP4B, SMS, CYP2U1, NDUFB5, GALNT1, ADH5, ADH7, PLPP2, GLS2, PLCD3, PAFAH1B3, ENO3, PLCD1, INPP5A, GBA, B4GALNT1, EBP, CHDH, DLST, MTHFD2L, GMDS, ATP5F1, AMPD2, AMPD3, AKR1B8, ADI1, RDH11, PCX, AKR1B3, LIPG	1006	1269	7691	1.313347652461903	0.0010626206055783793	2.6576107604969756E-4	0.004945913080789399
KEGG_PATHWAY	mmu05166:HTLV-I infection	64	2.209944751381215	4.120931104662059E-6	ADCY3, E2F1, TSPO, HRAS, NRP1, ADCY7, PDGFA, H2-D1, NFKB1, IL15, AKT1, SLC2A1, PIK3CA, RRAS, PRKACA, PRKACB, FOSL1, TERT, AKT3, AKT2, EGR1, H2-K1, WNT10B, EGR2, PIK3CB, PIK3CD, H2-DMB1, RB1, CCND1, JUN, BUB1B, PDGFRB, CRTC3, CRTC2, IL1R1, CREM, ELK1, CHEK1, NFYB, BCL2L1, ANAPC11, POLE2, PPP3CB, PPP3CC, PIK3R5, NFATC4, PPP3CA, NFATC2, NFATC1, VAC14, TGFBR2, FDPS, FZD3, H2-Q7, VDAC3, DVL1, POLD3, NRAS, POLD4, CDKN1A, PCNA, H2-T22, H2-T23, WNT7A	1006	276	7691	1.7727835883251215	0.0011737783674258262	2.3486597162614142E-4	0.005463580972364657
KEGG_PATHWAY	mmu05200:Pathways in cancer	83	2.866022099447514	8.140759437006682E-6	ADCY3, E2F1, GNA13, PPARD, HRAS, FGF7, ADCY7, PTGS2, PDGFA, PGF, GNA11, NFKB1, LPAR1, GNG8, AKT1, CCNE1, CUL2, PLCB3, CASP3, SLC2A1, RALB, PIK3CA, GNG2, PRKACA, PRKACB, GNG5, AKT3, GNG7, AKT2, PRKCA, WNT10B, CTBP1, CTBP2, ROCK1, PTGER4, ROCK2, PIK3CB, RXRA, PIK3CD, RB1, CTNNA1, MECOM, ARHGEF11, VEGFB, CCDC6, SMO, CCND1, VEGFD, JUN, PDGFRB, GNB4, BID, TRAF1, FGFR1, CKS1B, GNAI3, GNAI2, PML, EGLN1, BDKRB2, BCL2L1, ARNT, TPM3, LAMB2, BCL2, PIK3R5, RUNX1, TRAF5, CSF1R, AXIN1, MAP2K1, TGFBR2, BRCA2, FZD3, APPL1, BIRC3, KITL, RALGDS, DVL1, NRAS, CDKN1A, ITGA6, WNT7A	1006	395	7691	1.6064448750534766	0.0023174364716214146	3.866128931928614E-4	0.010792852729646363
KEGG_PATHWAY	mmu04070:Phosphatidylinositol signaling system	30	1.0359116022099446	9.689571970382786E-6	IMPA2, CDIPT, IMPA1, PIP5K1A, OCRL, CDS2, DGKA, MTMR2, PLCB3, PLCD3, PIK3CA, PIK3R5, PLCD1, ITPK1, IP6K1, IPMK, INPP5A, IP6K3, PRKCA, PIK3CB, PIK3C2B, PIK3CD, PI4KB, ITPR3, TMEM55B, ITPR2, MTMR14, CALM3, INPP4B, CALM1	1006	97	7691	2.364472956077965	0.002757731842767508	3.944281057237653E-4	0.012846114831477351
KEGG_PATHWAY	mmu01130:Biosynthesis of antibiotics	52	1.7955801104972375	9.696048733422811E-6	SC5D, LDHA, HMGCR, G6PDX, ACSS2, PDHB, GLDC, FDFT1, FNTB, HADH, SUCLA2, ACAA2, ACADM, NME5, PGLS, CTH, SQLE, PGM1, TGDS, MVK, PRPS2, ALDOA, HSD17B10, BCAT2, ASS1, MVD, ADH5, HMGCS1, HK1, ACAT2, IDH2, ENO3, RPIA, PAPSS1, NSDHL, ODC1, DLST, MSMO1, ACY1, FDPS, AK5, TKT, DLAT, UAP1L1, PCK2, AMPD2, AMPD3, ALDH2, PHGDH, PGK1, IDI1, PSAT1	1006	214	7691	1.8576949517846193	0.0027595726459668235	3.4536375895577454E-4	0.012854701000042379
KEGG_PATHWAY	mmu04015:Rap1 signaling pathway	52	1.7955801104972375	9.696048733422811E-6	ADCY3, HRAS, FGF7, ADCY7, PDGFA, PGF, EFNA1, LPAR1, AKT1, PLCB3, RALB, PIK3CA, RRAS, PDGFC, MAP2K6, AKT3, AKT2, PRKCA, MAGI2, MAGI1, PIK3CB, PIK3CD, PRKCI, SIPA1L2, SIPA1L3, VASP, VEGFB, PRKD1, VEGFD, SIPA1L1, PDGFRB, EFNA4, NGF, FGFR1, PARD3, GNAI3, GNAI2, ADORA2B, APBB1IP, SRC, PFN2, PIK3R5, THBS1, CSF1R, FYB, MAP2K1, KITL, RALGDS, NRAS, RAP1A, CALM3, CALM1	1006	214	7691	1.8576949517846193	0.0027595726459668235	3.4536375895577454E-4	0.012854701000042379
KEGG_PATHWAY	mmu04370:VEGF signaling pathway	22	0.7596685082872928	1.146992804325836E-5	PRKCA, HRAS, PTGS2, MAP2K1, PIK3CB, SPHK1, PIK3CD, MAPKAPK3, SRC, PXN, AKT1, NRAS, PLA2G4A, PPP3CB, PIK3CA, PPP3CC, PIK3R5, PPP3CA, NFATC2, SHC2, AKT3, AKT2	1006	60	7691	2.8032140490390987	0.003263611045617121	3.631505159564785E-4	0.015206286241198352
